id,species,file,abundance
Lactococcus_lactis_subsp_lactis_Il1403,Lactococcus_lactis,dbs/Lactococcus_lactis_subsp_lactis_Il1403.xml,0.072
Enterococcus_faecium_TX1330,Enterococcus_faecium,dbs/Enterococcus_faecium_TX1330.xml,0.10400000000000001
Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis,dbs/Bifidobacterium_adolescentis_ATCC_15703.xml,0.44400000000000006
Bifidobacterium_longum_DJO10A,Bifidobacterium_longum,dbs/Bifidobacterium_longum_DJO10A.xml,0.256
Bifidobacterium_animalis_lactis_CNCM_I_2494,Bifidobacterium_animalis,dbs/Bifidobacterium_animalis_lactis_CNCM_I_2494.xml,0.16000000000000003
Bifidobacterium_catenulatum_DSM_16992,Bifidobacterium_catenulatum,dbs/Bifidobacterium_catenulatum_DSM_16992.xml,0.148
Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium_kashiwanohense,dbs/Bifidobacterium_kashiwanohense_DSM_21854.xml,0.05600000000000001
Adlercreutzia_equolifaciens_DSM_19450,Adlercreutzia_equolifaciens,dbs/Adlercreutzia_equolifaciens_DSM_19450.xml,0.496
Bacteroides_ovatus_SD_CC_2a,Bacteroides_ovatus,dbs/Bacteroides_ovatus_SD_CC_2a.xml,2.636
Bacteroides_vulgatus_ATCC_8482,Bacteroides_vulgatus,dbs/Bacteroides_vulgatus_ATCC_8482.xml,1.94
Bacteroides_caccae_ATCC_43185,Bacteroides_caccae,dbs/Bacteroides_caccae_ATCC_43185.xml,0.6040000000000001
Bacteroides_dorei_DSM_17855,Bacteroides_dorei,dbs/Bacteroides_dorei_DSM_17855.xml,0.492
Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron,dbs/Bacteroides_thetaiotaomicron_VPI_5482.xml,0.46399999999999997
Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus,dbs/Bacteroides_cellulosilyticus_DSM_14838.xml,0.4
Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis,dbs/Bacteroides_fragilis_NCTC_9343.xml,0.35200000000000004
Alistipes_shahii_WAL_8301,Alistipes_shahii,dbs/Alistipes_shahii_WAL_8301.xml,1.484
Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii,dbs/Alistipes_finegoldii_DSM_17242.xml,0.39599999999999996
Odoribacter_splanchnicus_1651_6_DSM_20712,Odoribacter_splanchnicus,dbs/Odoribacter_splanchnicus_1651_6_DSM_20712.xml,0.45599999999999996
Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis,dbs/Parabacteroides_distasonis_ATCC_8503.xml,0.1
Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger,dbs/Desulfovibrio_piger_ATCC_29098.xml,0.528
Campylobacter_jejuni_jejuni_ICDCCJ07004,Campylobacter_jejuni,dbs/Campylobacter_jejuni_jejuni_ICDCCJ07004.xml,0.072
Campylobacter_coli_JV20,Campylobacter_coli,dbs/Campylobacter_coli_JV20.xml,0.048
Oxalobacter_formigenes_OXCC13,Oxalobacter_formigenes,dbs/Oxalobacter_formigenes_OXCC13.xml,0.044000000000000004
