Citrobacter_amalonaticus_Y19,Citrobacter_freundii_ATCC_8090,Citrobacter_koseri_ATCC_BAA_895,Cronobacter_sakazakii_ATCC_BAA_894,Enterobacter_asburiae_LF7a,Enterobacter_cloacae_EcWSU1,Enterobacter_hormaechei_YT3,Escherichia_albertii_TW07627,Escherichia_coli_SE11,Escherichia_fergusonii_ATCC_35469,Eubacterium_rectale_M104_1,Klebsiella_oxytoca_KCTC_1686,Klebsiella_pneumoniae_pneumoniae_MGH78578,Lactobacillus_casei_ATCC_334,Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,Lactobacillus_plantarum_JDM1,Lactobacillus_rhamnosus_GG_ATCC_53103,Lactobacillus_salivarius_salivarius_UCC118,Pediococcus_acidilactici_DSM_20284,Salmonella_enterica_enterica_sv_Typhimurium_LT2,Streptococcus_salivarius_JIM8777,Streptococcus_thermophilus_LMG_18311,Veillonella_parvula_Te3_DSM_2008
1.9300894225099097,11.939102284061871,0.4831567057779963,1.6665148880034395,2.779313517876717,5.406205798804024,1.098367108110239,0.7176281938725323,15.645757263899014,0.6639041376288086,-1.0,15.567617093774507,15.742487636429086,8.749286027030827,12.948465052987885,5.576520600603691,5.765155080765846,15.19417417817384,9.327006326753724,3.3152533084249405,6.827262151600827,6.274203398963176,10.689473650255517
-0.10302227611108315,0.04988973971652799,0.2122578131523196,-0.04107969135744517,-0.00011660029156490647,-0.04584575512678286,-0.12711639935866673,-0.1427244593573647,0.02696516337438766,0.18863203270326742,0.019811167415246255,-1.0,0.01980723760716273,0.1472121045123206,-0.017177068929695262,-0.07446824098987032,-0.21051332262945338,0.04039567567223742,-0.003959799914511747,0.1279737643198871,0.09419996195535653,-0.09155200673474816,0.07916997750900559
-0.019557351663155424,-0.022547251624987337,0.08959220104108945,0.005434282399932049,0.03355272542004891,-0.05532164330111334,-0.11013203798819166,0.04632489971778945,0.012334961533247653,0.20034130069759887,0.011052243426679242,0.009125482962667701,-1.0,0.028687108463976825,-0.0553130177745791,-0.051865806125433074,0.859784686690682,0.0096706694589784,-0.11048486624566381,-0.007038513981679843,-0.06333176697931679,-0.15552447194169933,0.017619225011948913
-0.2429119900014476,0.011011956383077436,0.08014198005594034,0.04311845310316822,-0.13027747846646442,-0.19140621008212905,0.006440957211958435,-0.1564790000734962,-0.001239723990675179,-0.008944332781020258,6.050946131415313e-05,-0.00022792804063932013,5.66557405328106e-05,-1.0,-0.05056139986849726,0.1485272726243249,0.140863362553911,0.021964631630733342,-0.11091009150505562,0.06998200559540545,0.19958504034501093,-0.10451497971548247,-0.007723169731630727
-0.19705481951820011,0.01660067238894995,0.12944277514259553,-0.10054206162094648,0.03958202014651156,-0.1076006727788155,-0.19761191307757944,0.08688719241298824,0.0044749747643261315,0.14046597169554734,0.0003940659500833391,-0.00407150920626358,0.0003907814015319582,0.16350642303831273,-1.0,-0.11173647224363656,0.03757905128210005,0.05668973767680306,-0.07327850220500295,0.15144488070605425,0.10916513629262617,-0.06501270682110805,0.12601716494599816
-0.1429349178940418,0.01342017430387395,0.13259219254209695,0.14303184580628603,-0.19322839666405786,-0.1258916743340774,-0.1323031187996257,-0.019502705770042917,0.0008762142995051097,0.13613366290735768,-2.6280840782629533e-05,-0.0031388359011381398,-2.6461309149652736e-05,-0.03508774004089308,-0.029908029492953073,-1.0,0.6128118130423508,-0.0004759485109504003,0.04803184183093676,0.054288307149892794,0.056881974171505104,0.14518839116009183,0.034217307074922564
-0.14667630326958725,0.029699583714846534,0.09230259925716051,0.26180778747899397,-0.005883563322330045,-0.005842682120703675,-0.027062133974347067,0.02844072180263069,0.0024986092060395094,0.08424870244012789,0.0004889127221387977,-0.00532141961076706,0.00048505745490781574,0.012841882186873281,-0.07611637182961059,0.09650044735529716,-1.0,-0.010418718288046684,-0.09814214197129523,0.12011199568689587,-0.026194011723471664,0.0839045118329759,0.017542875065990768
-0.18818124413481402,0.003253639909567128,-0.06339776601541933,0.23578498943241621,-0.017854715092635583,-0.012377994783050931,-0.13067996944846855,-0.13042825736586441,0.003177951559379897,0.21598618880375325,0.0016454152984868573,-0.006139594270385628,0.001641555566399689,0.005837595071804372,-0.038523233221631197,-0.03124624336236087,-0.22280891290959917,-1.0,-0.0003673994246734522,-0.013578792432356537,-0.08092115678549541,0.13412813170787524,-0.030450458758245775
-0.1607757737535958,-0.00711572981348722,-0.030955333904556168,0.02393636347353113,-0.03756904431219584,-0.1427210930344602,0.08556745233661882,-0.07614571989793878,-0.001547159635670383,0.0853695844323216,0.00022066563732425833,-0.0035017761550267925,0.00021888243112038066,0.12248231887253003,-0.02554958557720209,-0.1630621463594973,0.26115971033835456,0.028221448196042317,-1.0,-0.11499649546311076,0.151786758065142,0.03671121272934049,0.02946902276371834
-0.1675021662000705,-0.03698087564552514,-0.1383786495578726,-0.22002114407053344,-0.0478217155812383,-0.1214387898120207,-0.1119566184874705,-0.18404638983975016,-0.0006028356084923395,-0.09744724256307007,0.0007781209794609929,-0.00597177143680383,0.0007906336161638132,-0.001917969863059182,0.006047859825483909,0.09244818094272397,-0.3673802812648323,-0.008619734748796334,0.009399249927912048,-1.0,0.1168215884007013,-0.013651498715410387,0.038529982174324996
-0.02732049552061226,-0.0018959135536502927,0.16792182886702803,-0.03427900939719369,0.003642667070045066,-0.04377033301762717,0.019481682136645445,-0.07034590662617381,0.0033524273656710332,0.10151623509002468,-0.00010538701541042704,-0.0069782618550477795,-0.00010924010908406415,0.050341530710334904,-0.03793367805464418,-0.11307003824781578,0.3161582694154127,0.023101584830298155,-0.0763823520258572,0.14104124462994647,-1.0,-0.13844575553358726,0.06609091655876892
-0.0295969587530224,-0.05083293641796655,-0.06554712351901688,0.14423345499527554,0.0485523289668583,-0.11044384470399445,-0.0817941061905813,0.01911171410323147,0.0019159632696735703,0.09469611628214165,0.00029151867062381906,-0.003444398855987261,0.00029506789127917783,0.10877186757671017,-0.05089626947885218,-0.3885568686688266,0.0071495050342220015,-0.011311874012243496,0.06176465027249086,-0.04726847462131584,0.15599260184182737,-1.0,0.02948974189889713
-0.10962190910179337,-0.045633223376554094,0.059184744795994726,-0.021904379245600628,0.008461409034968448,-0.003364414695124754,0.03800116426138529,0.01692380617198139,-7.013155465647481e-05,0.06371279951820055,0.0003958478336148323,-0.0009239009297384122,0.0005248298705624573,0.02523316000743611,-0.043050456176038185,-0.026060327560851634,-0.06651219733812024,-0.001921713343536759,0.031113320253554254,0.06592012958509265,0.08774718347188877,0.11141177270884103,-1.0
