Akkermansia_muciniphila_ATCC_BAA_835,Citrobacter_amalonaticus_Y19,Citrobacter_freundii_ATCC_8090,Enterobacter_cloacae_EcWSU1,Escherichia_coli_SE11,Eubacterium_rectale_M104_1,Fusobacterium_nucleatum_subsp_animalis_3_1_33,Klebsiella_oxytoca_KCTC_1686,Klebsiella_pneumoniae_pneumoniae_MGH78578,Lactobacillus_casei_ATCC_334,Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,Lactobacillus_plantarum_JDM1,Lactobacillus_rhamnosus_GG_ATCC_53103,Lactobacillus_salivarius_salivarius_UCC118,Methanobrevibacter_smithii_ATCC_35061,Pediococcus_acidilactici_DSM_20284,Pediococcus_pentosaceus_ATCC_25745,Salmonella_enterica_enterica_sv_Typhimurium_LT2,Streptococcus_parasanguinis_ATCC_903,Streptococcus_thermophilus_LMG_18311
0.07202864551212049,0.33536365610699503,0.21986982813542633,0.3870339847534703,0.06424395391707875,0.0013287739562894126,0.0034845729755577405,-0.03595886660759704,0.0013289118829471604,0.08981993558630803,-1.0,0.4385866430084543,0.33634338022269233,0.05445317513961184,0.04888746353414088,-0.02420435759787222,0.05789726356855652,0.20765713101668273,0.5035515408522814,0.18026964225828038
0.04469601230921987,0.3330682901240261,0.15203468306577483,0.28929625363391714,0.035452072648483726,-0.0004062736877793526,0.031050840082557308,0.10995986040987797,-0.000406319066139336,0.04444660230615587,0.018611329237739217,-1.0,0.08933121368540196,0.20948981269757325,0.049909420279734835,-0.011357796100707442,0.12174482006721088,0.12335127768152124,0.36783244037824553,0.040874914931935236
-0.03427045424084062,0.24343082646776032,0.10784891745724398,0.04921021809587877,-0.016755134940830845,2.733458568752464e-06,0.06186351406014779,0.025330084405839757,2.2211457139856545e-06,-0.004948325189033813,0.011618429696167448,-0.05085239398812749,-1.0,0.11801756930489124,0.03907042946565192,0.01428529964997563,0.2152808837820767,0.07836779084485003,0.27320055463893433,0.0420837436884512
0.019980501966334056,0.2917666649119791,-0.017780703063582756,0.08631190719855916,-0.0187541164656515,-0.00023592766861915048,0.05740884959604527,0.05909005454525907,-0.00023541182566089657,0.04728564332742752,0.0019231523061711473,0.28190884228066204,-0.05757147565312275,-1.0,0.1299702185115733,0.024454497780019433,-0.02443198831118374,0.062180761524639694,0.15509367335194885,0.05774242220833811
-0.022375989759688693,0.10964883177559451,0.08280358395289729,-0.08343844763321195,-0.05448241651003608,0.0009292278133802205,-0.12201075007957697,0.005202584267718518,0.0009357329014822214,-0.011478737751452398,-0.005990561464096784,-0.07873188883915705,-0.21532058027712772,-0.04027624034523322,-1.0,-0.008308171249819914,-0.25678962494259966,-0.17415171807648347,-0.1848337075585727,0.03551942804625821
-0.06558930300402636,0.09615333456036296,-0.19163224572175522,-0.010558909942155295,-0.050163282695144404,0.0007633828925811192,-0.11314710820317496,-0.00919374511825803,0.000763162624071631,-0.03457981081968824,-0.0005572074082244811,0.30150458785783557,-0.7327251815675879,-0.12052968006703106,0.01697754898940186,-1.0,-0.0583032628625278,0.01843557639547834,0.6379513117697099,0.012613971220028644
0.023316722780045696,0.2581999433269996,0.006495788864368983,0.25326589497863733,-0.025397837965256582,-0.00013373599909521526,0.08408713974811582,0.06930331732726776,-0.00013427889710208515,0.011429465722523034,0.018651149184981446,0.4862587843057842,0.08809463698367209,0.10192303334373817,-0.050911864553164085,0.0022027981544379504,-1.0,0.008340973465240799,0.16994201423360822,0.08039350468477169
-0.05293536645070486,0.2158036914888314,0.09400982061975725,0.15224175114674543,-0.039655157648101264,-1.2354726558571777e-05,0.08952718860024947,0.0766118088427133,-1.2500078842026802e-05,-0.04040894034980885,0.011315444197585785,-0.1641726987859246,-0.691146693385257,0.15776260032885422,0.10138529614739562,0.020486532769027347,0.27742564070543174,-1.0,0.1733561645911437,0.057162341663588336
0.03578579061701843,0.3007917078265479,0.23977182675712308,0.22625131176370772,0.02746437112360259,-0.00026327564694028985,0.06040854004797251,0.08793908278419768,-0.0002629660552949674,-0.0397364448062377,-0.010025121925790173,0.5766394521851452,-0.7988155403363894,0.16411595642078813,-0.02081280849183799,0.0001296761011176605,-0.04973958260837927,0.0649053528009048,-1.0,0.07817302398033653
0.03675412506201173,0.4685081094331187,0.23836680136123606,0.3020692993051962,0.014544152778425136,0.00014872892909235767,0.19801651830616682,0.20294314154469772,0.00014888535527850724,0.22821049897531112,-0.005796182582157363,0.5956699297086311,-0.7294992769927241,0.27064882463110057,0.019954390265153766,0.035031661210889686,0.02015448500160427,0.055769440699974145,0.1467993714377823,-1.0
